lowlevel.mfcc.mean.1,lowlevel.mfcc.mean.10,lowlevel.mfcc.mean.11,lowlevel.mfcc.mean.12,lowlevel.mfcc.mean.2,lowlevel.mfcc.mean.3,lowlevel.mfcc.mean.4,lowlevel.mfcc.mean.5,lowlevel.mfcc.mean.6,lowlevel.mfcc.mean.7,lowlevel.mfcc.mean.8,lowlevel.mfcc.mean.9,lowlevel.spectral_centroid.mean,lowlevel.spectral_spread.mean,lowlevel.spectral_rolloff.mean,lowlevel.spectral_skewness.mean,lowlevel.spectral_flux.mean,lowlevel.spectral_kurtosis.mean,lowlevel.spectral_complexity.mean,lowlevel.spectral_contrast_coeffs.mean.0,lowlevel.spectral_contrast_coeffs.mean.1,lowlevel.spectral_contrast_coeffs.mean.2,lowlevel.spectral_contrast_coeffs.mean.3,lowlevel.spectral_contrast_coeffs.mean.4,lowlevel.spectral_contrast_coeffs.mean.5,lowlevel.spectral_contrast_valleys.mean.0,lowlevel.spectral_contrast_valleys.mean.1,lowlevel.spectral_contrast_valleys.mean.2,lowlevel.spectral_contrast_valleys.mean.3,lowlevel.spectral_contrast_valleys.mean.4,lowlevel.spectral_contrast_valleys.mean.5,lowlevel.dissonance.dmean
149.02,-10.44,-6.04,-4.22,-1.77,17.31,-17.69,-15.44,0.8,-21.21,-31.9,-21.29,582.19,4589123,560.82,2.33,0.06,9.4,9.07,-0.52,-0.59,-0.68,-0.73,-0.74,-0.78,-8.55,-7.36,-8.48,-9.44,-9.18,-11.52,0.03
147.32,-10.71,-6.72,-4.86,-4.19,14.42,-19.94,-16.16,-1.22,-22.99,-31.54,-20.97,595.27,4783176,573.74,2.32,0.06,9.38,9.87,-0.5,-0.59,-0.68,-0.73,-0.74,-0.78,-8.7,-7.27,-8.42,-9.31,-9.09,-11.41,0.04
149.13,-11.83,-6.44,-4.68,-2.14,15.8,-19.6,-15.6,-0.61,-23.02,-30.47,-20.13,585.99,4727958.5,583.31,2.2,0.06,8.11,8.44,-0.51,-0.61,-0.69,-0.73,-0.74,-0.78,-8.71,-7.36,-8.5,-9.47,-9.21,-11.56,0.04
151.86,-13.56,-8.24,-5.52,-2.64,15.27,-18.66,-14.04,-3.65,-25.84,-27.88,-16.87,543.15,4476767.5,500.53,2.34,0.06,9.37,9.49,-0.49,-0.61,-0.69,-0.73,-0.75,-0.79,-8.7,-7.24,-8.44,-9.39,-9.1,-11.5,0.04
154.02,-13.61,-7.24,-4.69,-1.68,16.65,-16.86,-13.49,-4.47,-26.59,-27.1,-15.92,554.16,4402715.5,495.74,2.38,0.07,9.84,9.58,-0.49,-0.6,-0.7,-0.72,-0.76,-0.78,-8.65,-7.24,-8.39,-9.38,-9.05,-11.53,0.04
156.08,-13.06,-6.69,-3.48,-1.69,16.88,-14.38,-14.36,-6.77,-26.41,-27.68,-15.17,512.11,3912293.75,486.65,2.41,0.06,10.07,9.91,-0.51,-0.59,-0.71,-0.72,-0.76,-0.78,-8.48,-7.21,-8.32,-9.35,-9.01,-11.57,0.04
156.35,-12.68,-5.37,-3.46,-1.69,16.03,-14.86,-16.56,-9.32,-26.08,-28.99,-15.93,504.83,4182213.75,463.68,2.5,0.06,10.79,9.47,-0.51,-0.58,-0.72,-0.72,-0.76,-0.79,-8.6,-7.23,-8.36,-9.42,-9.06,-11.56,0.04
156.45,-12.91,-3.85,-2.53,-1.36,15.13,-16.03,-17.77,-9.46,-24.38,-29.16,-17.56,508.44,4177014.75,484.26,2.53,0.05,11.35,9.2,-0.51,-0.59,-0.73,-0.73,-0.76,-0.79,-8.69,-7.24,-8.33,-9.45,-9.08,-11.62,0.04
160.74,-13.84,-4.23,-2.09,0.41,16.06,-14.54,-17.72,-10.22,-23.63,-27.14,-17.32,468.35,4130454.5,446.46,2.57,0.05,11.46,9.51,-0.5,-0.59,-0.74,-0.74,-0.77,-0.79,-8.65,-7.22,-8.26,-9.42,-9.06,-11.6,0.04
165.81,-14.1,-4.29,-2.48,-1.16,15.16,-14.6,-18.59,-12.28,-23.94,-25.83,-17.63,451.42,4011336.25,429.71,2.68,0.05,12.87,9.73,-0.5,-0.58,-0.73,-0.73,-0.76,-0.79,-8.67,-7.18,-8.21,-9.41,-9.11,-11.69,0.04
165.99,-13.26,-2.81,-2.27,-0.6,14.9,-12.93,-18.27,-11.57,-23.07,-26.9,-16.88,460.85,3843730.75,437.36,2.7,0.05,12.9,9.42,-0.52,-0.57,-0.74,-0.73,-0.77,-0.8,-8.64,-7.29,-8.28,-9.51,-9.17,-11.73,0.04
164.95,-13.19,-2.49,-2.58,-0.51,14.83,-12.52,-19.69,-9.6,-21.87,-27.98,-17.34,506.61,3936236.5,466.55,2.76,0.06,13.81,10.04,-0.51,-0.56,-0.74,-0.73,-0.76,-0.8,-8.6,-7.23,-8.12,-9.39,-9.08,-11.59,0.04
162.74,-11.66,-2.56,-4.1,-3.07,14.95,-12.28,-20.23,-6.9,-20.35,-28.09,-19.1,588.7,3915242.25,542.16,2.72,0.05,14,9.98,-0.52,-0.56,-0.73,-0.73,-0.75,-0.79,-8.6,-7.35,-8.19,-9.43,-9.14,-11.64,0.03
160.78,-11.04,-0.65,-4.16,-5.65,14.81,-10.75,-19.98,-6.7,-19.43,-29.13,-17.94,635.84,3553471,612.98,2.62,0.06,13.11,11.62,-0.53,-0.54,-0.73,-0.72,-0.74,-0.78,-8.36,-7.21,-7.98,-9.19,-8.95,-11.5,0.03
153.83,-10.28,1.61,-4,-7.74,15.09,-11.23,-20.08,-6.69,-19.09,-29.1,-17.19,697.67,4401181.5,682.36,2.5,0.05,12.14,12.2,-0.55,-0.54,-0.72,-0.71,-0.72,-0.77,-8.39,-7.26,-8.07,-9.26,-9.02,-11.47,0.03
150.62,-9.54,1.02,-4.46,-10.9,12.59,-12.41,-22.06,-5.76,-18.79,-30.21,-17.41,746.97,3995025.75,703.42,2.5,0.06,12.15,11.93,-0.56,-0.52,-0.7,-0.7,-0.71,-0.77,-8.49,-7.39,-8.11,-9.35,-9.03,-11.48,0.03
145.6,-8.26,0.48,-4.96,-9.58,11.54,-11.62,-22.39,-4.71,-17.76,-30.67,-16.12,796.82,4271299,754.62,2.39,0.06,10.89,12.11,-0.56,-0.53,-0.69,-0.7,-0.7,-0.77,-8.52,-7.39,-8.15,-9.3,-9.1,-11.41,0.03
144.8,-7.34,-1.25,-5.65,-11.76,11.72,-12.11,-22.8,-3.64,-18.12,-29.94,-15.39,806.86,4381281.5,770.41,2.35,0.06,10.59,12.33,-0.57,-0.53,-0.68,-0.7,-0.69,-0.77,-8.42,-7.43,-8.16,-9.29,-9.13,-11.41,0.03
142.93,-7.22,-1.46,-5.69,-14.97,11.36,-12.57,-22.62,-2.47,-18.38,-30.9,-14.66,858.11,4641772,810.61,2.28,0.07,10.25,12.78,-0.57,-0.52,-0.67,-0.68,-0.68,-0.76,-8.43,-7.44,-8.14,-9.32,-9.1,-11.35,0.03
136.86,-6.74,-1.54,-6.73,-16.7,10.82,-14.13,-23.49,-1.21,-16.88,-30.7,-14,928.31,4015562,851.28,2.16,0.07,8.95,12.73,-0.58,-0.52,-0.66,-0.68,-0.67,-0.75,-8.49,-7.51,-8.18,-9.36,-9.13,-11.4,0.03
132.64,-5.53,-1,-6.53,-18.79,9.57,-14.84,-22.57,-0.04,-15.61,-31.24,-14.89,994.48,4463366.5,950.33,2.08,0.08,8.21,13.42,-0.58,-0.52,-0.66,-0.67,-0.67,-0.75,-8.53,-7.46,-8.07,-9.27,-9.04,-11.25,0.03
131.57,-4.74,-0.45,-6.83,-19.72,9.53,-14.16,-22.4,0.46,-15.04,-31.15,-15.23,1014.81,4003658.25,977.71,2.01,0.08,7.43,14.12,-0.59,-0.51,-0.65,-0.66,-0.66,-0.74,-8.38,-7.39,-7.96,-9.15,-8.95,-11.19,0.03
132.05,-4.67,0.68,-6.59,-21.2,9.93,-14.23,-21.64,-0.13,-16.13,-30.81,-14.6,999.01,3952215.5,992.23,2.06,0.09,7.98,14.45,-0.59,-0.51,-0.66,-0.66,-0.65,-0.73,-8.36,-7.34,-7.91,-9.13,-8.98,-11.26,0.03
130.16,-5.25,1.36,-5.49,-20.29,10.04,-13.22,-21.06,-1.43,-17.01,-30.32,-12.98,980.68,4051327,978.49,2.02,0.09,7.36,14.62,-0.59,-0.52,-0.66,-0.66,-0.65,-0.73,-8.35,-7.29,-7.91,-9.07,-8.99,-11.25,0.03
132.59,-4.12,-0.27,-5.45,-21.15,10.24,-14.46,-21.26,-1.42,-17.5,-31.01,-16.37,938.27,4103791.5,918.75,2.16,0.09,8.89,13.23,-0.59,-0.51,-0.67,-0.66,-0.66,-0.73,-8.49,-7.44,-8.01,-9.18,-9.07,-11.33,0.03
136.77,-3.19,-1.06,-6.27,-21.43,10.11,-14.15,-21.93,-0.69,-15.79,-30.26,-17.51,930.17,4044867.75,920.96,2.07,0.09,7.71,12.81,-0.59,-0.52,-0.66,-0.67,-0.66,-0.74,-8.41,-7.41,-8.02,-9.18,-9.15,-11.39,0.04
139.19,-2.58,-1.23,-7.51,-19.57,9.44,-14.22,-21.43,-1.65,-15.65,-29.09,-17.12,884.8,4097787,840.77,2.17,0.1,8.51,12.45,-0.59,-0.54,-0.67,-0.68,-0.68,-0.75,-8.44,-7.32,-8,-9.12,-9.09,-11.38,0.04
140.53,-1.78,-1.56,-7.62,-20.5,7.15,-15.17,-21.47,-0.47,-15.56,-27.87,-19.03,911.23,4438556.5,896.02,2.26,0.11,9.28,12.5,-0.59,-0.54,-0.68,-0.68,-0.68,-0.74,-8.5,-7.27,-7.91,-9.11,-9.12,-11.4,0.05
134.06,0.4,0.22,-6.55,-17.26,5.14,-12.88,-20.02,1.62,-13.6,-24.93,-18.52,1014.46,4507887,1032.06,2.24,0.12,8.53,12.64,-0.6,-0.57,-0.69,-0.7,-0.69,-0.75,-8.49,-7.2,-7.82,-8.87,-8.98,-11.25,0.05
132.93,4.45,2.15,-8.08,-20.41,5.94,-10.03,-18.74,3.75,-12.38,-23.69,-18.67,1128.4,5551294.5,1208.01,2.3,0.12,9.41,12.4,-0.63,-0.58,-0.7,-0.69,-0.68,-0.75,-8.48,-7.31,-7.92,-8.97,-9.16,-11.41,0.07
126.34,1.38,0.57,-8.35,-20.9,-0.67,-8.4,-13.59,-4.22,-15.38,-23.83,-17.33,1067.5,5590972,1363.77,2.53,0.14,10.16,11.67,-0.64,-0.65,-0.76,-0.74,-0.75,-0.79,-8.4,-7.15,-7.74,-8.47,-8.85,-11.16,0.13
155.81,-0.35,7.58,10.57,19.18,26.86,-29,-17.46,-19.38,-16.75,-12.79,-0.69,494.06,4592881.5,460.81,2.4,0.05,9.34,7.02,-0.6,-0.52,-0.74,-0.77,-0.8,-0.78,-8.67,-7.34,-8.33,-9.28,-8.81,-11.32,0.05
152.31,0.25,9.17,12.76,16.25,27.51,-30.06,-18.84,-20.2,-16.95,-12.34,1.26,524.6,4655709.5,471.82,2.3,0.05,8.62,7.4,-0.6,-0.5,-0.74,-0.76,-0.79,-0.77,-8.79,-7.41,-8.3,-9.31,-8.8,-11.32,0.06
149.46,0.52,10,14.41,12.76,27.28,-30.73,-21.67,-21.54,-17.07,-12.1,2.75,535.51,4562752.5,482.82,2.29,0.05,8.75,7.56,-0.61,-0.49,-0.74,-0.75,-0.78,-0.77,-8.81,-7.46,-8.28,-9.32,-8.84,-11.33,0.06
145.76,1.77,11.38,15.77,10.89,29.26,-30.2,-22.1,-21.56,-17.04,-11.97,4.23,616.37,4745126.5,501.01,2.22,0.05,8.31,7.69,-0.61,-0.49,-0.74,-0.75,-0.77,-0.77,-8.93,-7.53,-8.33,-9.31,-8.83,-11.32,0.05
140.05,3.35,12.96,17.16,7.69,29.37,-30.11,-22.96,-22.92,-16.41,-10.49,6.49,604.45,4419789,522.54,2.1,0.05,7.37,6.98,-0.62,-0.5,-0.75,-0.74,-0.76,-0.77,-8.97,-7.58,-8.4,-9.38,-8.85,-11.39,0.04
134.7,4.49,14.14,18.25,3.56,28.68,-29.8,-22.23,-22.06,-15.09,-9.3,7.81,678.06,4393092.5,563.69,2.01,0.05,6.94,7.02,-0.63,-0.5,-0.75,-0.74,-0.76,-0.76,-9.11,-7.63,-8.4,-9.3,-8.81,-11.39,0.05
132.32,3.75,15.33,19.6,3.43,27.91,-29.48,-23.37,-22.07,-13.58,-9.07,7.52,672.47,4823131.5,530.2,1.93,0.05,6.4,7.36,-0.64,-0.51,-0.75,-0.74,-0.76,-0.76,-9.01,-7.54,-8.27,-9.22,-8.73,-11.27,0.04
129.03,3.52,15.83,19.27,2.82,27.86,-28.96,-23.36,-21.78,-13.72,-8.55,7.59,693.22,4500980.5,540.72,1.93,0.05,6.47,7.47,-0.64,-0.51,-0.75,-0.75,-0.76,-0.76,-9,-7.47,-8.28,-9.16,-8.68,-11.26,0.04
127.05,4.49,15.68,18.14,2.01,27.34,-27.44,-22.5,-21.04,-12.89,-8.2,7.58,721.36,4257465,538.33,1.9,0.05,6.3,7.58,-0.63,-0.52,-0.75,-0.75,-0.76,-0.75,-8.97,-7.43,-8.29,-9.1,-8.63,-11.23,0.04
124.12,4.74,15.27,17.43,0.33,26.23,-26.15,-20.86,-19.99,-12.02,-7.83,7.54,758.92,4314581.5,563.69,1.84,0.05,6.05,7.76,-0.63,-0.53,-0.74,-0.74,-0.76,-0.75,-9,-7.43,-8.3,-9.09,-8.62,-11.23,0.04
122.54,5.28,15.55,16.73,-0.03,25.82,-25.16,-20.83,-19.72,-12.44,-7.3,6.6,790.05,4993153,549.81,1.81,0.06,5.77,7.98,-0.63,-0.54,-0.74,-0.75,-0.76,-0.75,-8.95,-7.33,-8.32,-8.96,-8.55,-11.1,0.05
122.28,6.17,15.12,15.77,-2.21,23.4,-24.72,-20.44,-19.57,-12.59,-7.4,4.96,779.52,4723541.5,558.91,1.8,0.06,5.67,8.07,-0.63,-0.56,-0.74,-0.74,-0.76,-0.75,-8.98,-7.22,-8.32,-8.93,-8.53,-11.12,0.05
122.77,6.8,14.95,15.17,-4.42,22.63,-24.94,-19.2,-18.44,-12.44,-7.76,3.13,809.69,5016174,575.65,1.76,0.06,5.54,8.2,-0.61,-0.57,-0.73,-0.75,-0.77,-0.75,-9.15,-7.18,-8.33,-8.9,-8.51,-11.12,0.04
124.19,6.36,14.34,13.63,-5.92,22.45,-24.76,-16.26,-17.12,-12.07,-7.93,2.19,813.17,4389586.5,581.4,1.76,0.07,5.63,10.02,-0.6,-0.58,-0.73,-0.74,-0.77,-0.74,-8.86,-6.89,-8.11,-8.67,-8.29,-10.99,0.04
123.41,4.9,12.86,11.73,-7.98,20.66,-24.56,-15.56,-16.54,-10.7,-6.53,1.36,860.56,5000698.5,638.82,1.7,0.06,5.24,10.44,-0.6,-0.6,-0.72,-0.74,-0.77,-0.73,-8.86,-6.78,-8.08,-8.62,-8.23,-10.91,0.05
127.45,3.56,11.38,10.21,-7.99,20.56,-25.18,-15.28,-16.6,-10.56,-7.06,-0.39,844.74,4699319.5,621.59,1.74,0.06,5.48,10.96,-0.58,-0.61,-0.71,-0.74,-0.78,-0.73,-8.82,-6.71,-8.07,-8.58,-8.2,-10.92,0.05
128.02,4.03,9.8,8.65,-9.49,19.65,-26.01,-15.28,-16.66,-10.12,-6.43,0.13,858.2,4314526,669.92,1.74,0.07,5.59,11.76,-0.59,-0.61,-0.7,-0.74,-0.77,-0.73,-8.74,-6.63,-8.02,-8.49,-8.13,-10.91,0.05
129.96,3.2,7.25,7.39,-10.52,19.46,-26.34,-13.25,-15.6,-9.76,-6.72,-1.15,906.67,4653851.5,703.42,1.71,0.07,5.42,13.51,-0.57,-0.63,-0.7,-0.74,-0.77,-0.73,-8.66,-6.47,-7.89,-8.38,-8.01,-10.79,0.04
133.01,3.17,6.11,7.13,-10.58,19.52,-27.61,-13.1,-15.64,-9.67,-7.07,-1.47,855.24,4509136.5,687.63,1.72,0.07,5.53,14,-0.57,-0.64,-0.69,-0.74,-0.78,-0.72,-8.61,-6.35,-7.86,-8.32,-7.96,-10.81,0.04
135.14,2.22,4.68,6.58,-11.86,19.96,-27.39,-12.77,-16.16,-8.67,-6.67,-2.19,873.93,4226879.5,666.57,1.67,0.06,5.2,13.27,-0.57,-0.66,-0.7,-0.75,-0.78,-0.73,-8.73,-6.37,-7.9,-8.4,-8,-10.93,0.04
136.29,1.33,3.08,6.01,-13.16,20.5,-27.54,-12.93,-16.74,-8.63,-7.77,-2.9,856.75,4621536.5,698.15,1.68,0.06,5.26,12.64,-0.56,-0.67,-0.7,-0.75,-0.78,-0.73,-8.81,-6.37,-7.95,-8.42,-8.03,-10.95,0.04
139.52,-1.35,0.45,4.59,-13.04,21.37,-27.42,-12.17,-16.08,-6.42,-7.05,-3.5,844.72,3841971.5,655.57,1.74,0.06,6,14.51,-0.55,-0.68,-0.7,-0.75,-0.78,-0.73,-8.67,-6.2,-7.73,-8.29,-7.91,-10.9,0.03
141.42,-3.34,-1.94,2.88,-12.93,22.76,-25.75,-11.05,-15.37,-4.89,-7.69,-4.24,868.04,4512394,660.83,1.66,0.07,5.25,16.29,-0.53,-0.68,-0.69,-0.75,-0.78,-0.73,-8.53,-6.12,-7.6,-8.18,-7.76,-10.72,0.03
140.61,-4.86,-3.79,0.76,-14.49,22.71,-24.69,-9.43,-14.35,-3.1,-6.75,-4.04,923.13,3955435.5,746.96,1.68,0.07,5.53,17.82,-0.52,-0.69,-0.68,-0.75,-0.78,-0.73,-8.51,-6.13,-7.57,-8.08,-7.66,-10.71,0.03
140.77,-6.27,-4.94,0.4,-13.44,22.9,-24.1,-9.6,-14.41,-1.48,-5.55,-4.34,907.15,4139293.5,706.77,1.66,0.07,5.32,18.38,-0.52,-0.69,-0.68,-0.75,-0.78,-0.73,-8.4,-6.11,-7.51,-8.07,-7.61,-10.64,0.03
140.09,-6.57,-5.39,0.47,-14.25,22.33,-23.49,-9.97,-14.91,-1.4,-6.26,-4.91,912.16,4456509,747.92,1.64,0.07,5.09,18.58,-0.52,-0.68,-0.67,-0.75,-0.77,-0.73,-8.4,-6.15,-7.51,-8.06,-7.6,-10.57,0.03
140.53,-7.72,-6.86,0.1,-13.76,23.37,-22.5,-8.66,-13.74,-0.96,-7.25,-5.42,897.55,4191370.25,717.29,1.6,0.06,4.93,17.18,-0.52,-0.67,-0.67,-0.74,-0.77,-0.74,-8.46,-6.34,-7.64,-8.22,-7.72,-10.7,0.03
138.48,-9.41,-8.18,-1.6,-14.27,21.71,-22.34,-7.9,-13.07,-0.83,-7.61,-6.08,918.79,4613275.5,857.98,1.6,0.06,4.85,18.27,-0.5,-0.66,-0.66,-0.73,-0.77,-0.74,-8.54,-6.42,-7.64,-8.21,-7.68,-10.59,0.03
139.67,-10.11,-8.71,-2.65,-14.14,21.35,-21.29,-7.59,-13.7,-1.32,-8.32,-6.74,886.43,4606675.5,757.01,1.61,0.06,4.79,18.38,-0.5,-0.63,-0.65,-0.73,-0.76,-0.74,-8.49,-6.53,-7.6,-8.15,-7.68,-10.55,0.03
138.5,-10.39,-8.89,-3.04,-14.25,20.18,-20.73,-6.76,-13.43,-1.33,-8.23,-6.5,891.74,4673552.5,780.94,1.6,0.06,4.76,18.36,-0.51,-0.62,-0.66,-0.73,-0.76,-0.74,-8.44,-6.63,-7.57,-8.15,-7.71,-10.53,0.03
136.85,-10.56,-8.04,-3.06,-14.92,19.54,-20.26,-6.11,-13.64,-2.01,-8.86,-7.66,906.74,4728090.5,814.91,1.6,0.07,4.66,19.16,-0.5,-0.6,-0.66,-0.73,-0.76,-0.74,-8.41,-6.71,-7.46,-8.09,-7.64,-10.44,0.03
135.4,-10.44,-7.96,-2.75,-15.57,19.01,-21,-6.05,-13.45,-2.04,-8.01,-6.95,961.64,4980769.5,895.3,1.57,0.07,4.53,18.84,-0.5,-0.59,-0.67,-0.72,-0.76,-0.74,-8.46,-6.86,-7.42,-8.12,-7.64,-10.43,0.03
135.21,-10.37,-7.96,-2.54,-15.88,19.25,-19.82,-3.91,-13.58,-2.63,-8.59,-8.01,962.66,4143947.75,830.22,1.62,0.07,4.92,19.04,-0.5,-0.58,-0.68,-0.72,-0.76,-0.73,-8.5,-6.99,-7.36,-8.09,-7.61,-10.48,0.04
134.88,-11.1,-7.54,-1.89,-16.48,17.18,-22.2,-4.53,-13.78,-2.78,-7.16,-8.06,942.48,4427176,850.32,1.57,0.07,4.46,19.98,-0.5,-0.57,-0.68,-0.71,-0.76,-0.73,-8.43,-6.91,-7.14,-8.03,-7.53,-10.36,0.03
133.25,-10.79,-7.8,-1.14,-16.09,18.61,-20.83,-3.4,-14.16,-4.12,-8.06,-8.66,979.71,4189675.75,903.92,1.6,0.07,4.83,20.53,-0.49,-0.55,-0.68,-0.7,-0.76,-0.72,-8.49,-6.99,-7.12,-8.06,-7.48,-10.36,0.03
134.43,-10.19,-7.84,-1.77,-16.15,18.25,-21.46,-2.65,-14.38,-5.65,-8.14,-8.46,954.83,4466818.5,862.76,1.56,0.08,4.4,20.91,-0.49,-0.54,-0.69,-0.7,-0.76,-0.72,-8.5,-7.04,-7.02,-8,-7.47,-10.31,0.03
133.37,-9.18,-8.56,-1.84,-15.8,18.12,-22.46,-3.02,-15.71,-6.36,-7.6,-8.12,938.17,4376793.5,852.71,1.57,0.08,4.52,20.69,-0.49,-0.53,-0.7,-0.7,-0.77,-0.72,-8.49,-7.09,-6.96,-8.02,-7.47,-10.33,0.03
132.13,-9.29,-8.63,-1.36,-14.92,18.94,-21.94,-2.47,-16.23,-7.47,-7.55,-8.17,919.45,4669956,809.17,1.51,0.07,4.1,19.53,-0.5,-0.53,-0.71,-0.7,-0.77,-0.72,-8.49,-7.24,-6.96,-8.1,-7.54,-10.37,0.03
132.58,-9.27,-8.7,-1.31,-15.52,21.2,-21.12,-2.18,-15.75,-7.59,-8.26,-8.57,944.62,4653923.5,776.63,1.51,0.07,4.24,19.4,-0.5,-0.5,-0.72,-0.69,-0.76,-0.72,-8.54,-7.49,-6.95,-8.16,-7.59,-10.42,0.02
133.36,-9.5,-9.43,-1.64,-15.55,21.77,-22.01,-2.73,-15.66,-7.72,-8.6,-8.89,905.43,4065789.25,781.42,1.54,0.06,4.52,18.91,-0.5,-0.5,-0.73,-0.69,-0.76,-0.72,-8.61,-7.59,-6.98,-8.32,-7.65,-10.55,0.02
134.03,-9.86,-10,-2.07,-14.98,22.16,-22.46,-3.19,-15.66,-7.42,-8.58,-9.83,896.99,4779363.5,782.85,1.48,0.07,3.88,19.29,-0.49,-0.5,-0.72,-0.68,-0.76,-0.72,-8.56,-7.57,-6.95,-8.35,-7.63,-10.46,0.03
135.7,-10.22,-11.05,-3.02,-14.12,24.28,-22.2,-2.26,-14.77,-7.79,-9.28,-10.48,881.16,4811227,739.79,1.5,0.07,4.18,19.07,-0.47,-0.5,-0.72,-0.68,-0.77,-0.72,-8.63,-7.56,-6.99,-8.33,-7.62,-10.49,0.02
135.69,-11.01,-12.56,-4.17,-14.07,24.64,-23.14,-1.39,-13.34,-6.42,-9.21,-11.49,853.33,4695446,741.7,1.52,0.06,4.3,18.42,-0.46,-0.5,-0.72,-0.69,-0.77,-0.72,-8.65,-7.67,-7.01,-8.37,-7.66,-10.57,0.03
137.39,-10.57,-12.05,-4.37,-12.16,26.04,-24.2,-2.12,-12.85,-7.49,-11.22,-11.69,798.52,3935373.25,672.79,1.54,0.06,4.55,17.62,-0.46,-0.5,-0.72,-0.7,-0.77,-0.71,-8.62,-7.63,-7.05,-8.38,-7.67,-10.67,0.03
137.31,-10.92,-13.16,-4.69,-13.12,27.29,-24.23,-1.63,-13.18,-7.68,-11.7,-12.19,820.15,4097225,683.32,1.52,0.06,4.42,17.82,-0.44,-0.5,-0.72,-0.7,-0.77,-0.71,-8.71,-7.62,-7.09,-8.33,-7.64,-10.68,0.03
139.33,-11.05,-13.33,-5.66,-12.06,27.85,-24.81,-0.98,-12.34,-7.91,-12.1,-13.09,750.18,4275883.5,608.67,1.52,0.06,4.33,16.89,-0.44,-0.5,-0.72,-0.71,-0.78,-0.71,-8.7,-7.7,-7.16,-8.34,-7.69,-10.73,0.03
139.87,-12.15,-14.27,-5.69,-11.16,29.12,-23.23,-0.23,-11.66,-7.89,-13.18,-14.42,739.29,4867181,632.12,1.53,0.06,4.36,16.78,-0.43,-0.5,-0.73,-0.71,-0.77,-0.72,-8.66,-7.65,-7.18,-8.29,-7.68,-10.68,0.03
140.34,-11.61,-14.54,-7.07,-11.24,29.28,-22.99,0.73,-9.93,-7.34,-13.67,-14.65,726.77,4171415.5,584.27,1.54,0.07,4.41,17.4,-0.42,-0.5,-0.73,-0.71,-0.77,-0.71,-8.62,-7.62,-7.16,-8.24,-7.63,-10.72,0.03
140.66,-10.96,-14.3,-7.65,-11.18,29.12,-23.74,1.16,-9.59,-7.18,-13.32,-14.22,740.65,4337560,632.6,1.55,0.07,4.5,17.07,-0.42,-0.51,-0.72,-0.72,-0.77,-0.71,-8.62,-7.57,-7.19,-8.21,-7.67,-10.71,0.03
140.6,-11.58,-14.52,-7.19,-10.97,29.38,-23.57,1.64,-8.67,-6.81,-13.38,-15.29,738.4,4590495,624.46,1.53,0.06,4.39,16.58,-0.42,-0.52,-0.71,-0.73,-0.77,-0.71,-8.62,-7.54,-7.28,-8.22,-7.71,-10.72,0.02
139.89,-12.04,-14.87,-6.46,-10.72,29.69,-23.11,3.19,-7.61,-6.86,-14.24,-16.22,730.1,4429171,604.37,1.52,0.07,4.35,16.42,-0.42,-0.52,-0.71,-0.73,-0.77,-0.71,-8.64,-7.53,-7.31,-8.17,-7.71,-10.7,0.03
138.42,-12.47,-15.06,-5.83,-11.88,28.67,-23.46,3.4,-7.34,-6.65,-14.52,-15.54,725.26,4541763,629.25,1.52,0.07,4.39,16.96,-0.42,-0.52,-0.7,-0.73,-0.77,-0.71,-8.59,-7.51,-7.4,-8.18,-7.7,-10.68,0.03
136.61,-12.18,-15.3,-5.71,-13.41,28.07,-23.43,3.41,-7.73,-5.64,-14.19,-14.85,798.61,4277312.5,706.29,1.51,0.06,4.39,16.82,-0.43,-0.51,-0.69,-0.72,-0.76,-0.71,-8.72,-7.63,-7.49,-8.23,-7.73,-10.71,0.03
135.46,-11.96,-14.35,-4.2,-14,27.86,-21.73,3.76,-8.36,-6.38,-14.65,-14.5,817.72,5005231.5,653.17,1.45,0.06,3.99,16.47,-0.44,-0.52,-0.69,-0.72,-0.76,-0.72,-8.77,-7.6,-7.56,-8.28,-7.79,-10.65,0.03
135.21,-11.4,-13.74,-2.83,-15.54,26.09,-23.18,3.38,-8.8,-5.56,-14.49,-14.68,814.88,4395146.5,677.58,1.47,0.07,4.07,16.71,-0.45,-0.52,-0.69,-0.71,-0.76,-0.71,-8.71,-7.52,-7.52,-8.29,-7.78,-10.68,0.03
134.59,-9.65,-11.43,-1.55,-16.13,25.56,-24.34,2.5,-9.15,-5.92,-14.66,-13.65,840.13,4209916.5,704.85,1.48,0.07,4.16,17.07,-0.47,-0.54,-0.69,-0.72,-0.76,-0.71,-8.63,-7.35,-7.47,-8.24,-7.72,-10.69,0.03
134.85,-8.97,-10.19,0.05,-16.68,24.45,-24.53,0.54,-10.58,-6.07,-14.35,-12.11,845.73,4620093,697.2,1.48,0.07,4.26,16.42,-0.47,-0.55,-0.7,-0.73,-0.77,-0.71,-8.74,-7.24,-7.46,-8.22,-7.74,-10.69,0.03
134.85,-7.89,-7.81,2.1,-17.48,23.79,-25.99,-0.66,-10.6,-5.33,-13.93,-11.41,888,4147162.75,746.96,1.53,0.06,4.7,15.96,-0.49,-0.57,-0.71,-0.73,-0.77,-0.71,-8.79,-7.14,-7.43,-8.24,-7.77,-10.8,0.03
