alpha,arousal1,beta,theta,gamma,valence1,Stimuli (Visual),Response
4.49,0.22,4.49,4.41,4.27,-0.01,Agressive,Agressive
4.46,0.22,4.58,4.4,4.32,-0.02,Agressive,Agressive
4.49,0.22,4.48,4.42,4.32,-0.02,Agressive,Agressive
4.54,0.22,4.47,4.49,4.29,-0.02,Agressive,Agressive
4.63,0.22,4.52,4.54,4.3,-0.02,Agressive,Agressive
4.66,0.21,4.56,4.43,4.12,-0.02,Agressive,Agressive
4.61,0.22,4.54,3.96,3.86,-0.02,Agressive,Agressive
4.41,0.23,4.94,3.51,4.99,-0.01,Agressive,Agressive
4.15,0.24,5.88,3.47,5.78,-0.01,Agressive,Agressive
4.05,0.25,6.25,3.6,5.87,-0.01,Agressive,Agressive
4.26,0.23,6.38,3.96,5.94,-0.01,Agressive,Agressive
4.61,0.22,6.79,4.26,5.98,-0.01,Agressive,Agressive
4.76,0.21,6.87,4.87,6,-0.01,Agressive,Agressive
5.1,0.2,6.9,5.73,6.01,0,Agressive,Agressive
5.39,0.19,6.92,6.09,6.03,0.01,Agressive,Agressive
5.45,0.18,6.94,6.18,6.04,0.02,Agressive,Agressive
5.45,0.18,6.93,6.2,6.08,0.02,Agressive,Agressive
5.46,0.18,6.94,6.21,6.08,0.02,Agressive,Agressive
5.44,0.18,6.84,6.21,5.69,0.02,Agressive,Agressive
5.4,0.19,6.53,6.2,5.21,0.02,Agressive,Agressive
5.42,0.18,6.43,6.19,5.2,0.02,Agressive,Agressive
5.44,0.18,6.35,6.17,5.61,0.02,Agressive,Agressive
5.33,0.19,5.87,6.14,5.85,0.02,Agressive,Agressive
5.2,0.19,5.62,5.84,5.86,0.03,Agressive,Agressive
5,0.2,5.82,5.34,6.11,0.02,Agressive,Agressive
5.07,0.2,5.85,5.13,6.18,0.01,Agressive,Agressive
5.27,0.19,5.95,5.08,6.22,0,Agressive,Agressive
5.32,0.19,6.02,5.02,6.26,-0.01,Agressive,Agressive
5.34,0.19,5.99,5.31,6.26,-0.01,Agressive,Agressive
5.56,0.18,6,5.76,6.21,-0.01,Agressive,Agressive
5.75,0.17,6.13,5.94,6.23,-0.01,Agressive,Agressive
5.77,0.17,6.14,6.06,6.2,-0.01,Agressive,Agressive
5.72,0.17,6.15,6.12,5.76,-0.01,Agressive,Agressive
5.8,0.17,6.02,6.23,5.66,-0.01,Agressive,Agressive
5.83,0.17,5.98,6.43,5.48,-0.01,Agressive,Agressive
5.68,0.18,6.03,6.55,5.23,-0.01,Agressive,Agressive
5.49,0.18,5.94,6.56,4.93,-0.01,Agressive,Agressive
5.4,0.19,6.05,6.58,4.92,-0.01,Agressive,Agressive
5.4,0.19,6,6.63,4.73,-0.01,Agressive,Agressive
5.31,0.19,5.96,6.62,4.66,-0.01,Agressive,Agressive
5.2,0.19,5.85,6.64,4.49,-0.02,Agressive,Agressive
4.98,0.2,5.76,6.6,4.51,-0.02,Agressive,Agressive
5.11,0.2,5.71,6.57,4.61,-0.03,Agressive,Agressive
5.22,0.19,5.65,6.62,4.66,-0.04,Agressive,Agressive
5.16,0.19,5.65,6.57,4.66,-0.04,Agressive,Agressive
5.21,0.19,5.52,6.47,4.64,-0.04,Agressive,Agressive
5.21,0.19,5.31,6.42,4.46,-0.04,Agressive,Agressive
5.24,0.19,5.39,6.47,4.35,-0.05,Agressive,Agressive
5.36,0.19,5.53,6.57,4.39,-0.05,Agressive,Agressive
5.48,0.18,5.52,6.88,4.38,-0.04,Agressive,Agressive
5.59,0.18,5.52,7.18,4.41,-0.03,Agressive,Agressive
5.61,0.18,5.48,7.24,4.45,-0.02,Agressive,Agressive
5.57,0.18,5.5,7.24,4.4,-0.01,Agressive,Agressive
5.49,0.18,5.45,7.2,4.24,-0.01,Agressive,Agressive
5.35,0.19,5.46,7.15,4.22,0,Agressive,Agressive
5.26,0.19,5.48,7.15,4.57,0.01,Agressive,Agressive
5.24,0.19,5.53,7.16,4.52,0.02,Agressive,Agressive
5.3,0.19,5.46,7.16,4.66,0.02,Agressive,Agressive
5.45,0.18,5.06,7.19,4.58,0.03,Agressive,Agressive
5.57,0.18,4.91,7.14,4.63,0.03,Agressive,Agressive
5.55,0.18,4.8,6.92,4.63,0.02,Agressive,Agressive
5.4,0.19,4.95,6.49,4.64,0,Agressive,Agressive
5.29,0.19,4.87,6.16,4.59,-0.01,Agressive,Agressive
5.29,0.19,4.83,6.09,4.58,-0.02,Agressive,Agressive
5.3,0.19,4.84,6.07,4.75,-0.02,Agressive,Agressive
5.38,0.19,5.14,5.93,5,-0.03,Agressive,Agressive
5.6,0.18,5.26,5.97,4.82,-0.02,Agressive,Agressive
5.82,0.17,5.24,6.3,4.79,-0.02,Agressive,Agressive
5.89,0.17,5.24,6.4,4.74,-0.02,Agressive,Agressive
5.9,0.17,5.11,6.57,4.71,-0.02,Agressive,Agressive
5.84,0.17,5.16,6.77,4.68,-0.02,Agressive,Agressive
5.83,0.17,5.21,6.9,4.74,-0.01,Agressive,Agressive
5.84,0.17,5.15,6.95,4.86,-0.01,Agressive,Agressive
5.85,0.17,5.28,7.07,4.84,-0.01,Agressive,Agressive
5.99,0.17,5.33,7.36,4.92,-0.02,Agressive,Agressive
6.14,0.16,5.31,7.62,4.53,-0.02,Agressive,Agressive
6.11,0.16,5.23,7.7,4.45,-0.02,Agressive,Agressive
6.04,0.17,5.24,7.79,4.46,-0.03,Agressive,Agressive
6.11,0.16,5.26,7.92,4.56,-0.04,Agressive,Agressive
6.12,0.16,5.25,7.91,4.57,-0.04,Agressive,Agressive
6.13,0.16,5.33,7.95,4.59,-0.05,Agressive,Agressive
6.1,0.16,5.33,7.96,4.54,-0.06,Agressive,Agressive
6.17,0.16,5.44,7.92,4.71,-0.06,Agressive,Agressive
6.17,0.16,5.52,7.91,5.26,-0.06,Agressive,Agressive
6.13,0.16,5.53,7.84,5.35,-0.07,Agressive,Agressive
5.98,0.17,5.67,7.69,5.51,-0.07,Agressive,Agressive
6.08,0.16,5.73,7.78,5.56,-0.04,Agressive,Agressive
6.21,0.16,5.72,7.77,5.6,-0.03,Agressive,Agressive
6.11,0.16,5.82,7.58,5.67,-0.02,Agressive,Agressive
6.06,0.17,5.88,7.51,5.67,-0.01,Agressive,Agressive
5.97,0.17,6.12,7.42,5.67,0,Agressive,Agressive
5.96,0.17,6.12,7.31,5.72,0,Agressive,Agressive
5.92,0.17,6.1,7.38,5.74,0.01,Agressive,Agressive
6.03,0.17,6.26,7.48,5.65,0.02,Agressive,Agressive
6.2,0.16,6.22,7.52,5.39,0.03,Agressive,Agressive
6.32,0.16,6.23,7.6,5.33,0.03,Agressive,Agressive
6.33,0.16,6.26,7.56,5.3,0.04,Agressive,Agressive
6.18,0.16,6.24,7.35,5.61,0.04,Agressive,Agressive
6.04,0.17,6.2,7.26,5.75,0.05,Agressive,Agressive
6.03,0.17,6.16,7.24,5.75,0.05,Agressive,Agressive
5.91,0.17,6.02,7.14,5.88,0.06,Agressive,Agressive
5.86,0.17,6,7.1,5.87,0.06,Agressive,Agressive
5.84,0.17,6.03,7.05,5.91,0.06,Agressive,Agressive
5.68,0.18,6.1,6.83,5.94,0.06,Agressive,Agressive
4.96,0.2,5.26,5.87,5.19,0.01,Happy,Happy
4.91,0.2,5.25,5.86,5.24,0.02,Happy,Happy
4.84,0.21,5.17,5.87,5.05,0.02,Happy,Happy
4.81,0.21,5.28,5.91,4.6,0.03,Happy,Happy
4.74,0.21,5.41,5.93,4.47,0.03,Happy,Happy
4.6,0.22,5.43,5.89,4.73,0.04,Happy,Happy
4.49,0.22,5.38,5.7,5.08,0.06,Happy,Happy
4.65,0.22,5.48,5.26,5.1,0.05,Happy,Happy
4.91,0.2,5.59,5.26,5.12,0.03,Happy,Happy
5.05,0.2,5.67,5.53,5.21,0.02,Happy,Happy
5.11,0.2,5.66,5.66,5.36,0.01,Happy,Happy
5.1,0.2,5.61,5.68,5.35,0.01,Happy,Happy
5.05,0.2,5.66,5.67,5.36,0,Happy,Happy
4.99,0.2,5.68,5.65,5.35,0,Happy,Happy
4.97,0.2,5.57,5.65,5.34,0,Happy,Happy
5.01,0.2,5.49,5.77,5.39,0,Happy,Happy
5.01,0.2,5.46,5.89,5.14,0,Happy,Happy
4.89,0.2,5.53,5.94,5.17,0,Happy,Happy
4.65,0.21,5.44,5.84,5.3,0,Happy,Happy
4.24,0.24,5.1,5.54,5.25,0,Happy,Happy
3.8,0.26,5.08,5.28,5.2,0,Happy,Happy
3.79,0.26,5.08,5.31,5.03,0.03,Happy,Happy
4.26,0.23,5.11,5.62,5,0.03,Happy,Happy
4.53,0.22,5.09,5.81,5.04,0.02,Happy,Happy
4.61,0.22,5.06,5.86,5.06,0.02,Happy,Happy
4.57,0.22,5.15,5.78,4.98,0.02,Happy,Happy
4.47,0.22,5.11,5.62,4.97,0.02,Happy,Happy
4.51,0.22,4.94,5.63,4.89,0.02,Happy,Happy
4.58,0.22,4.79,5.69,4.71,0.02,Happy,Happy
4.56,0.22,4.85,5.68,4.56,0.02,Happy,Happy
4.56,0.22,4.85,5.7,4.47,0.02,Happy,Happy
4.55,0.22,4.99,5.82,4.6,0.01,Happy,Happy
4.38,0.23,4.89,5.76,4.68,0,Happy,Happy
3.84,0.26,4.9,5.5,4.69,-0.01,Happy,Happy
3.6,0.28,4.9,5.37,4.59,-0.02,Happy,Happy
3.5,0.29,4.96,5.35,4.61,-0.03,Happy,Happy
3.59,0.28,5.07,5.35,4.76,-0.03,Happy,Happy
3.59,0.28,5.22,5.39,4.64,-0.03,Happy,Happy
3.56,0.28,5.44,5.31,4.71,-0.04,Happy,Happy
3.57,0.28,5.42,5.14,4.73,-0.05,Happy,Happy
3.61,0.28,5.41,5.02,4.77,-0.04,Happy,Happy
3.7,0.27,5.43,4.79,4.66,-0.01,Happy,Happy
3.73,0.27,5.47,4.35,4.66,0,Happy,Happy
3.8,0.26,5.53,4.09,4.61,-0.01,Happy,Happy
3.86,0.26,5.5,4.55,4.63,-0.02,Happy,Happy
4.08,0.24,5.42,5.19,4.62,-0.04,Happy,Happy
4.2,0.24,5.37,5.32,4.59,-0.03,Happy,Happy
4.46,0.22,5.2,5.36,4.41,-0.02,Happy,Happy
4.69,0.21,5.01,5.36,4.27,-0.03,Happy,Happy
4.85,0.21,4.72,5.39,4.28,-0.03,Happy,Happy
4.9,0.2,4.83,5.42,4.38,-0.03,Happy,Happy
4.99,0.2,4.93,5.44,4.24,-0.03,Happy,Happy
5.09,0.2,4.98,5.51,4.25,-0.04,Happy,Happy
5.13,0.2,4.74,5.52,4.19,-0.03,Happy,Happy
5.1,0.2,4.78,5.51,4.26,-0.03,Happy,Happy
5.05,0.2,4.84,5.52,4.36,-0.03,Happy,Happy
5,0.2,5.25,5.58,4.68,-0.03,Happy,Happy
5,0.2,5.31,5.58,4.88,-0.04,Happy,Happy
4.92,0.2,5.41,5.61,4.95,-0.04,Happy,Happy
4.63,0.22,5.41,5.69,4.97,-0.03,Happy,Happy
4.46,0.22,5.44,5.68,4.82,-0.03,Happy,Happy
4.44,0.23,5.34,5.68,4.79,-0.03,Happy,Happy
4.21,0.24,5.26,5.8,4.8,-0.03,Happy,Happy
4.11,0.24,5.22,5.92,4.77,-0.06,Happy,Happy
4.09,0.24,5.22,6,4.77,-0.07,Happy,Happy
4.07,0.25,5.16,5.97,4.7,-0.07,Happy,Happy
4.12,0.24,5,5.74,4.46,-0.07,Happy,Happy
4.04,0.25,4.61,5.56,3.92,-0.08,Happy,Happy
3.77,0.27,4.6,5.54,3.59,-0.11,Happy,Happy
4.11,0.24,4.33,5.43,3.28,-0.12,Happy,Happy
4.47,0.22,4.36,5.27,3.23,-0.11,Happy,Happy
4.48,0.22,4.19,5.24,3.21,-0.1,Happy,Happy
4.47,0.22,4.27,5.21,3.14,-0.11,Happy,Happy
4.44,0.23,4.36,4.87,3.16,-0.12,Happy,Happy
4.41,0.23,4.26,4.47,3.21,-0.12,Happy,Happy
4.39,0.23,4.37,4.35,3.2,-0.11,Happy,Happy
4.38,0.23,4.41,4.4,3.19,-0.12,Happy,Happy
4.38,0.23,4.42,4.5,3.27,-0.12,Happy,Happy
4.35,0.23,4.37,4.49,3.15,-0.12,Happy,Happy
4.27,0.23,4.31,4.52,3.22,-0.11,Happy,Happy
3.98,0.25,4.33,4.48,3.25,-0.11,Happy,Happy
3.82,0.26,4.22,4.47,3.65,-0.12,Happy,Happy
3.95,0.25,4.26,4.34,3.72,-0.11,Happy,Happy
4.02,0.25,4.27,4.15,3.78,-0.07,Happy,Happy
4.18,0.24,4.29,4.07,3.72,-0.04,Happy,Happy
4.34,0.23,4.68,4.06,4.11,-0.03,Happy,Happy
4.42,0.23,4.77,4.19,4.33,-0.03,Happy,Happy
4.49,0.22,4.78,4.42,4.38,-0.02,Happy,Happy
4.48,0.22,5.11,4.51,4.48,-0.01,Happy,Happy
4.54,0.22,5.25,4.73,4.79,-0.01,Happy,Happy
4.65,0.22,5.35,4.92,4.75,0.01,Happy,Happy
4.7,0.21,5.53,4.99,4.91,0.02,Happy,Happy
4.66,0.21,5.62,5.14,4.94,0.03,Happy,Happy
4.65,0.21,5.66,5.33,5.07,0.03,Happy,Happy
4.64,0.22,5.68,5.41,5.12,0.02,Happy,Happy
4.53,0.22,5.64,5.46,5.12,0.02,Happy,Happy
3.57,0.28,3.66,2.55,2.86,0.04,Calm,Calm
3.71,0.27,3.72,2.63,2.92,0.01,Calm,Calm
3.78,0.26,3.66,2.72,2.82,0.01,Calm,Calm
3.74,0.27,3.62,2.59,2.76,0.01,Calm,Calm
3.69,0.27,3.65,2.6,2.74,0.01,Calm,Calm
3.69,0.27,3.68,2.6,2.84,0,Calm,Calm
3.77,0.27,3.8,2.82,2.87,0,Calm,Calm
3.8,0.26,3.79,3.27,2.92,0,Calm,Calm
3.74,0.27,3.74,3.39,3,0,Calm,Calm
3.65,0.27,3.68,3.37,3.25,-0.01,Calm,Calm
3.55,0.28,4.04,3.39,3.34,-0.01,Calm,Calm
3.4,0.29,4.1,3.45,3.33,0,Calm,Calm
3.17,0.32,4.52,3.48,4.15,0.01,Calm,Calm
3.21,0.31,5.3,3.73,4.65,0.01,Calm,Calm
3.69,0.27,5.57,3.96,4.86,0.01,Calm,Calm
3.99,0.25,5.87,4.35,5.17,0.01,Calm,Calm
3.91,0.26,5.97,4.85,5.22,0.01,Calm,Calm
3.92,0.25,6.03,4.91,5.38,0,Calm,Calm
4.02,0.25,6.06,4.92,5.47,0,Calm,Calm
4.08,0.25,6.13,5.26,5.48,-0.01,Calm,Calm
4.23,0.24,6.18,5.59,5.46,0.01,Calm,Calm
4.28,0.23,6.2,5.73,5.54,0.01,Calm,Calm
4.34,0.23,6.23,5.74,5.58,0.01,Calm,Calm
4.41,0.23,6.08,5.77,5.37,0.01,Calm,Calm
4.3,0.23,5.88,5.79,5.4,0.01,Calm,Calm
4,0.25,5.71,5.75,5.28,0.02,Calm,Calm
3.86,0.26,5.39,5.6,5.15,0.03,Calm,Calm
3.85,0.26,5.23,5.48,5.16,0.03,Calm,Calm
3.88,0.26,5.16,5.49,5.08,0.03,Calm,Calm
3.98,0.25,5.15,5.43,4.91,0.04,Calm,Calm
4,0.25,5.09,5.21,4.96,0.05,Calm,Calm
3.8,0.26,4.93,4.78,5.03,0.04,Calm,Calm
3.87,0.26,4.65,4.41,5.01,0.03,Calm,Calm
4.01,0.25,4.61,4.39,4.89,0.02,Calm,Calm
4.04,0.25,4.51,4.23,4.86,0,Calm,Calm
4.09,0.24,4.54,4.06,4.75,0,Calm,Calm
4.19,0.24,4.66,4.06,4.76,-0.01,Calm,Calm
4.21,0.24,4.61,4.09,4.63,-0.01,Calm,Calm
4.16,0.24,4.74,4.22,4.71,-0.01,Calm,Calm
4.03,0.25,4.78,4.19,4.79,-0.01,Calm,Calm
3.92,0.26,4.88,4.26,4.8,-0.03,Calm,Calm
3.82,0.26,4.76,4.46,4.66,-0.04,Calm,Calm
3.82,0.26,4.77,4.55,4.71,-0.05,Calm,Calm
3.6,0.28,4.79,4.59,4.77,-0.06,Calm,Calm
3.28,0.3,4.78,4.61,4.74,-0.08,Calm,Calm
3.28,0.3,4.86,4.64,4.73,-0.04,Calm,Calm
3.57,0.28,4.81,4.7,4.67,-0.01,Calm,Calm
3.74,0.27,4.89,4.69,4.66,-0.01,Calm,Calm
3.88,0.26,4.9,4.66,4.5,-0.02,Calm,Calm
3.98,0.25,4.72,4.65,4.41,-0.02,Calm,Calm
3.96,0.25,4.47,4.63,4.22,-0.02,Calm,Calm
3.92,0.26,4.35,4.45,4.22,-0.02,Calm,Calm
3.92,0.26,4.34,4.3,4.03,-0.02,Calm,Calm
3.9,0.26,4.2,4.21,3.66,-0.02,Calm,Calm
3.9,0.26,4.13,4.11,3.44,-0.02,Calm,Calm
3.89,0.26,4.11,4.09,3.41,-0.02,Calm,Calm
3.8,0.26,3.96,3.9,3.26,-0.03,Calm,Calm
3.6,0.28,3.78,3.88,3.07,-0.04,Calm,Calm
3.43,0.29,3.55,4.15,2.89,-0.02,Calm,Calm
3.26,0.31,3.53,4.24,3,0.01,Calm,Calm
3.17,0.32,3.53,4.14,3,0.01,Calm,Calm
3.15,0.32,3.57,4.08,2.92,0,Calm,Calm
3.07,0.33,3.44,4.15,2.92,0.01,Calm,Calm
3.05,0.33,3.53,4.19,3.06,0.01,Calm,Calm
3.06,0.33,3.66,4.18,3.09,0.01,Calm,Calm
3.05,0.33,3.73,4.14,3.01,0.01,Calm,Calm
3.07,0.33,3.74,4.1,2.98,0,Calm,Calm
3.11,0.32,3.76,4.16,3.04,0,Calm,Calm
3.02,0.33,3.8,4.17,3.02,0,Calm,Calm
3,0.33,3.91,3.98,2.98,-0.02,Calm,Calm
3.11,0.32,3.98,3.86,2.87,-0.04,Calm,Calm
3.11,0.32,3.91,3.99,2.85,-0.04,Calm,Calm
3.19,0.31,3.91,4.09,2.81,-0.03,Calm,Calm
3.41,0.29,3.92,4.18,2.78,0.01,Calm,Calm
3.47,0.29,3.96,4.32,2.62,0.03,Calm,Calm
3.47,0.29,4.01,4.46,3.15,0.03,Calm,Calm
3.5,0.29,3.99,4.55,3.25,0.02,Calm,Calm
3.39,0.3,4.05,4.54,3.3,0.02,Calm,Calm
3.17,0.32,4.09,4.51,3.23,0.04,Calm,Calm
3.1,0.32,3.96,4.55,3.24,0.04,Calm,Calm
2.96,0.34,3.93,4.62,3.38,0.06,Calm,Calm
2.77,0.36,3.93,4.62,3.36,0.1,Calm,Calm
2.79,0.36,4.04,4.56,3.45,0.11,Calm,Calm
2.79,0.36,4.06,4.45,3.44,0.08,Calm,Calm
2.87,0.35,4.15,4.43,3.49,0,Calm,Calm
3,0.33,4.06,4.32,3.41,-0.05,Calm,Calm
3.03,0.33,4.13,4.15,3.14,-0.03,Calm,Calm
3.27,0.31,4.39,4.09,3.17,-0.05,Calm,Calm
3.61,0.28,4.35,4.11,3.22,-0.08,Calm,Calm
3.69,0.27,4.32,4.07,3.23,-0.1,Calm,Calm
3.71,0.27,4.33,3.95,3.14,-0.09,Calm,Calm
3.75,0.27,4.28,3.94,3.08,-0.08,Calm,Calm
3.75,0.27,4.25,4.03,3.08,-0.08,Calm,Calm
3.73,0.27,4.2,4.15,3.08,-0.08,Calm,Calm
3.66,0.27,4.16,4.23,3.06,-0.09,Calm,Calm
3.5,0.29,4.03,4.22,3.28,-0.1,Calm,Calm
3.56,0.28,4.01,4.19,3.36,-0.09,Calm,Calm
3.72,0.27,3.83,4.16,3.21,-0.07,Calm,Calm
3.64,0.27,3.56,4.14,3.13,-0.05,Calm,Calm
3.4,0.29,3.51,4.03,3.2,-0.01,Calm,Calm
3.35,0.3,3.64,3.87,3.41,0.01,Calm,Calm
3.39,0.29,3.65,3.77,3.56,0,Calm,Calm
3.5,0.29,3.66,3.69,3.64,0,Calm,Calm
3.71,0.27,3.6,3.46,3.84,0,Calm,Calm
3.86,0.26,3.73,3.19,3.83,0,Calm,Calm
3.99,0.25,3.84,3.02,3.88,0,Calm,Calm
2.93,0.34,3.75,3.7,3.17,0,Sad,Sad
3.07,0.33,3.73,3.78,3.08,-0.02,Sad,Sad
3.31,0.3,3.6,3.84,3,-0.03,Sad,Sad
3.43,0.29,3.55,3.92,2.97,-0.03,Sad,Sad
3.57,0.28,3.59,3.97,2.94,-0.03,Sad,Sad
3.58,0.28,3.61,3.96,2.89,-0.03,Sad,Sad
3.54,0.28,3.91,3.93,2.91,0,Sad,Sad
3.55,0.28,3.97,3.84,2.86,0.01,Sad,Sad
3.55,0.28,3.98,3.79,2.8,0.01,Sad,Sad
3.71,0.27,4.15,3.83,2.76,0,Sad,Sad
3.78,0.26,4.15,3.68,2.87,0,Sad,Sad
3.75,0.27,4.17,3.7,3.37,0,Sad,Sad
3.74,0.27,4.42,4,3.59,0,Sad,Sad
3.78,0.26,4.45,4.2,3.72,0,Sad,Sad
3.74,0.27,4.46,4.27,4.03,0.01,Sad,Sad
3.71,0.27,4.58,4.28,4.19,0.02,Sad,Sad
3.74,0.27,4.61,4.31,4.29,0.02,Sad,Sad
3.75,0.27,4.57,4.38,4.3,0.01,Sad,Sad
3.78,0.26,4.64,4.44,4.33,0.01,Sad,Sad
3.74,0.27,4.85,4.44,4.34,0.01,Sad,Sad
3.63,0.28,4.89,4.42,4.46,0.02,Sad,Sad
3.65,0.27,4.92,4.36,4.44,0.02,Sad,Sad
3.66,0.27,4.93,4.27,4.51,0.01,Sad,Sad
3.49,0.29,4.96,4.07,4.69,0.02,Sad,Sad
3.36,0.3,4.95,3.71,4.61,0.03,Sad,Sad
3.31,0.3,4.97,3.51,4.46,0.01,Sad,Sad
3.33,0.3,4.88,3.57,4.38,-0.01,Sad,Sad
3.64,0.27,4.92,3.52,4.34,-0.01,Sad,Sad
3.75,0.27,4.93,3.72,4.34,-0.02,Sad,Sad
3.76,0.27,4.85,4.29,4.37,-0.02,Sad,Sad
3.77,0.27,4.7,4.55,4.32,-0.02,Sad,Sad
3.72,0.27,4.53,4.58,4.19,-0.03,Sad,Sad
3.67,0.27,4.51,4.71,4.13,-0.04,Sad,Sad
3.62,0.28,4.33,4.87,3.59,-0.03,Sad,Sad
3.64,0.27,4.2,4.94,3.24,-0.04,Sad,Sad
3.6,0.28,4.18,4.97,3.22,-0.05,Sad,Sad
3.58,0.28,4.08,5.03,3.14,-0.05,Sad,Sad
3.45,0.29,4.1,5.06,3.17,-0.05,Sad,Sad
2.85,0.35,4.1,5.07,3.25,-0.06,Sad,Sad
2.37,0.42,3.85,4.88,3.31,-0.01,Sad,Sad
2.38,0.42,3.8,4.67,3.11,0.02,Sad,Sad
2.45,0.41,3.79,4.72,3.12,0.04,Sad,Sad
2.61,0.38,3.81,4.71,3.1,0.06,Sad,Sad
2.9,0.35,3.87,4.51,3.12,0.06,Sad,Sad
3.29,0.3,3.91,4.31,3.23,0.03,Sad,Sad
3.56,0.28,3.93,4.24,3.41,0.01,Sad,Sad
3.59,0.28,4.04,4.22,3.4,0.01,Sad,Sad
3.59,0.28,4.06,4.15,3.47,0.01,Sad,Sad
3.56,0.28,4.1,4.04,3.47,0.01,Sad,Sad
3.54,0.28,3.94,3.99,3.22,0.01,Sad,Sad
3.55,0.28,3.98,3.99,3.19,0.01,Sad,Sad
3.54,0.28,4.05,3.79,3.26,0.01,Sad,Sad
3.51,0.28,4.16,3.41,3.25,0,Sad,Sad
3.45,0.29,4.13,3.21,3.25,-0.01,Sad,Sad
3.22,0.31,4.07,3.17,3.29,-0.03,Sad,Sad
2.73,0.37,4.17,3.18,3.04,-0.03,Sad,Sad
2.26,0.44,4.22,3.3,3.25,-0.03,Sad,Sad
2.57,0.39,4.25,3.6,3.25,0.02,Sad,Sad
3.24,0.31,4.2,3.91,3.27,0.04,Sad,Sad
3.53,0.28,4.38,3.96,3.41,0.03,Sad,Sad
3.67,0.27,4.7,4.16,3.75,0.01,Sad,Sad
4.03,0.25,4.73,4.52,3.84,0,Sad,Sad
4.36,0.23,4.75,4.61,3.89,0,Sad,Sad
4.47,0.22,4.79,4.77,3.94,-0.01,Sad,Sad
4.48,0.22,4.86,4.87,3.93,-0.01,Sad,Sad
4.52,0.22,4.91,4.93,3.92,-0.01,Sad,Sad
4.61,0.22,4.86,5.21,3.94,-0.01,Sad,Sad
4.74,0.21,4.81,5.42,3.86,-0.01,Sad,Sad
4.73,0.21,4.79,5.39,3.81,-0.02,Sad,Sad
4.66,0.21,4.83,5.39,3.79,-0.02,Sad,Sad
4.63,0.22,4.83,5.57,3.51,-0.03,Sad,Sad
4.62,0.22,4.59,5.72,3.43,-0.03,Sad,Sad
4.48,0.22,4.6,5.71,3.22,-0.03,Sad,Sad
4.23,0.24,4.55,5.68,3.22,-0.03,Sad,Sad
4.28,0.23,4.44,5.66,3.08,-0.03,Sad,Sad
4.39,0.23,4.25,5.66,3.11,-0.03,Sad,Sad
4.43,0.23,4.27,5.6,3.13,-0.03,Sad,Sad
4.32,0.23,4.22,5.45,2.98,-0.03,Sad,Sad
4.16,0.24,4.16,5.3,2.96,-0.02,Sad,Sad
4.14,0.24,4.04,5.24,3.01,-0.03,Sad,Sad
4.16,0.24,3.96,5.2,3.26,-0.03,Sad,Sad
4.27,0.23,3.74,4.96,3.21,-0.03,Sad,Sad
4.33,0.23,3.62,4.78,3.15,-0.03,Sad,Sad
4.29,0.23,3.51,4.93,3.22,-0.04,Sad,Sad
4.26,0.23,3.68,5.04,3.34,-0.04,Sad,Sad
4.22,0.24,3.84,5.34,3.47,-0.05,Sad,Sad
4.47,0.22,3.97,5.78,3.54,-0.04,Sad,Sad
4.66,0.21,4.51,6.25,3.61,-0.04,Sad,Sad
4.81,0.21,4.68,6.74,3.78,-0.04,Sad,Sad
4.96,0.2,5.19,7,4.1,-0.03,Sad,Sad
5.06,0.2,5.35,7.11,4.23,-0.03,Sad,Sad
5.06,0.2,5.36,7.23,4.46,-0.03,Sad,Sad
5.07,0.2,5.7,7.32,4.73,-0.02,Sad,Sad
5.11,0.2,5.96,7.36,4.85,-0.01,Sad,Sad
5.16,0.19,6.01,7.42,4.94,-0.01,Sad,Sad
5.26,0.19,6.07,7.47,5,-0.01,Sad,Sad
5.22,0.19,6.1,7.46,5.05,-0.01,Sad,Sad
5.36,0.19,6.12,7.36,5.04,0,Sad,Sad
5.61,0.18,6.1,7.28,5.07,0,Sad,Sad
5.69,0.18,6.09,7.21,5.04,-0.01,Sad,Sad
5.61,0.18,5.94,7.12,4.93,0,Sad,Sad
5.6,0.18,5.91,7.06,4.81,0,Sad,Sad
5.56,0.18,5.98,6.95,4.72,-0.01,Sad,Sad
5.52,0.18,5.56,6.83,4.56,-0.01,Sad,Sad
5.46,0.18,5.38,6.72,4.45,-0.01,Sad,Sad
5.4,0.19,5.4,6.55,4.58,-0.01,Sad,Sad
5.37,0.19,5.34,6.42,4.64,-0.01,Sad,Sad
